X,Y,Z
24,64,94
24,65,34
24,65,94
24,66,34
24,66,94
24,67,34
24,67,94
24,72,35
24,72,93
24,75,36
24,75,92
24,77,37
24,77,91
24,79,38
24,79,90
24,82,40
24,82,88
24,88,46
24,88,82
24,90,49
24,90,79
24,91,51
24,91,77
24,92,53
24,92,75
24,93,56
24,93,72
24,94,61
24,94,62
24,94,63
24,94,64
24,94,65
24,94,66
24,94,67
25,33,59
25,33,60
25,33,61
25,33,67
25,33,68
25,33,69
25,34,55
25,34,73
25,35,52
25,35,76
25,36,50
25,36,78
25,37,48
25,37,80
25,39,45
25,39,83
25,40,44
25,40,84
25,41,43
25,41,85
25,43,41
25,43,87
25,44,40
25,44,88
25,45,39
25,45,89
25,48,37
25,48,91
25,50,36
25,50,92
25,52,35
25,52,93
25,55,34
25,55,94
25,59,33
25,59,95
25,60,33
25,60,95
25,61,33
25,61,95
25,67,33
25,67,95
25,68,33
25,68,95
25,69,33
25,69,95
25,73,34
25,73,94
25,76,35
25,76,93
25,78,36
25,78,92
25,80,37
25,80,91
25,83,39
25,83,89
25,84,40
25,84,88
25,85,41
25,85,87
25,87,43
25,87,85
25,88,44
25,88,84
25,89,45
25,89,83
25,91,48
25,91,80
25,92,50
25,92,78
25,93,52
25,93,76
25,94,55
25,94,73
25,95,59
25,95,60
25,95,61
25,95,67
25,95,68
25,95,69
26,32,58
26,32,59
26,32,69
26,32,70
26,33,54
26,33,74
26,35,49
26,35,79
26,37,46
26,37,82
26,39,43
26,39,85
26,40,42
26,40,86
26,41,41
26,41,87
26,42,40
26,42,88
26,43,39
26,43,89
26,46,37
26,46,91
26,49,35
26,49,93
26,54,33
26,54,95
26,58,32
26,58,96
26,59,32
26,59,96
26,69,32
26,69,96
26,70,32
26,70,96
26,74,33
26,74,95
26,79,35
26,79,93
26,82,37
26,82,91
26,85,39
26,85,89
26,86,40
26,86,88
26,87,41
26,87,87
26,88,42
26,88,86
26,89,43
26,89,85
26,91,46
26,91,82
26,93,49
26,93,79
26,95,54
26,95,74
26,96,58
26,96,59
26,96,69
26,96,70
27,31,57
27,31,58
27,31,70
27,31,71
27,32,54
27,32,74
27,33,51
27,33,77
27,34,49
27,34,79
27,35,47
27,35,81
27,37,44
27,37,84
27,44,37
27,44,91
27,47,35
27,47,93
27,49,34
27,49,94
27,51,33
27,51,95
27,54,32
27,54,96
27,57,31
27,57,97
27,58,31
27,58,97
27,70,31
27,70,97
27,71,31
27,71,97
27,74,32
27,74,96
27,77,33
27,77,95
27,79,34
27,79,94
27,81,35
27,81,93
27,84,37
27,84,91
27,91,44
27,91,84
27,93,47
27,93,81
27,94,49
27,94,79
27,95,51
27,95,77
27,96,54
27,96,74
27,97,57
27,97,58
27,97,70
27,97,71
28,30,57
28,30,71
28,31,53
28,31,75
28,35,45
28,35,83
28,37,42
28,37,86
28,38,41
28,38,87
28,39,40
28,39,88
28,40,39
28,40,89
28,41,38
28,41,90
28,42,37
28,42,91
28,45,35
28,45,93
28,53,31
28,53,97
28,57,30
28,57,98
28,71,30
28,71,98
28,75,31
28,75,97
28,83,35
28,83,93
28,86,37
28,86,91
28,87,38
28,87,90
28,88,39
28,88,89
28,89,40
28,89,88
28,90,41
28,90,87
28,91,42
28,91,86
28,93,45
28,93,83
28,97,53
28,97,75
28,98,57
28,98,71
29,29,57
29,29,71
29,30,53
29,30,75
29,31,50
29,31,78
29,32,48
29,32,80
29,33,46
29,33,82
29,35,43
29,35,85
29,36,42
29,36,86
29,42,36
29,42,92
29,43,35
29,43,93
29,46,33
29,46,95
29,48,32
29,48,96
29,50,31
29,50,97
29,53,30
29,53,98
29,57,29
29,57,99
29,71,29
29,71,99
29,75,30
29,75,98
29,78,31
29,78,97
29,80,32
29,80,96
29,82,33
29,82,95
29,85,35
29,85,93
29,86,36
29,86,92
29,92,42
29,92,86
29,93,43
29,93,85
29,95,46
29,95,82
29,96,48
29,96,80
29,97,50
29,97,78
29,98,53
29,98,75
29,99,57
29,99,71
30,28,57
30,28,71
30,29,53
30,29,75
30,30,50
30,30,78
30,31,48
30,31,80
30,32,46
30,32,82
30,34,43
30,34,85
30,37,39
30,37,89
30,38,38
30,38,90
30,39,37
30,39,91
30,43,34
30,43,94
30,46,32
30,46,96
30,48,31
30,48,97
30,50,30
30,50,98
30,53,29
30,53,99
30,57,28
30,57,100
30,71,28
30,71,100
30,75,29
30,75,99
30,78,30
30,78,98
30,80,31
30,80,97
30,82,32
30,82,96
30,85,34
30,85,94
30,89,37
30,89,91
30,90,38
30,90,90
30,91,39
30,91,89
30,94,43
30,94,85
30,96,46
30,96,82
30,97,48
30,97,80
30,98,50
30,98,78
30,99,53
30,99,75
30,100,57
30,100,71
31,27,57
31,27,58
31,27,70
31,27,71
31,28,53
31,28,75
31,29,50
31,29,78
31,30,48
31,30,80
31,31,46
31,31,82
31,33,43
31,33,85
31,35,40
31,35,88
31,36,39
31,36,89
31,37,38
31,37,90
31,38,37
31,38,91
31,39,36
31,39,92
31,40,35
31,40,93
31,43,33
31,43,95
31,46,31
31,46,97
31,48,30
31,48,98
31,50,29
31,50,99
31,53,28
31,53,100
31,57,27
31,57,101
31,58,27
31,58,101
31,70,27
31,70,101
31,71,27
31,71,101
31,75,28
31,75,100
31,78,29
31,78,99
31,80,30
31,80,98
31,82,31
31,82,97
31,85,33
31,85,95
31,88,35
31,88,93
31,89,36
31,89,92
31,90,37
31,90,91
31,91,38
31,91,90
31,92,39
31,92,89
31,93,40
31,93,88
31,95,43
31,95,85
31,97,46
31,97,82
31,98,48
31,98,80
31,99,50
31,99,78
31,100,53
31,100,75
31,101,57
31,101,58
31,101,70
31,101,71
32,26,58
32,26,59
32,26,69
32,26,70
32,27,54
32,27,74
32,29,48
32,29,80
32,30,46
32,30,82
32,34,40
32,34,88
32,40,34
32,40,94
32,46,30
32,46,98
32,48,29
32,48,99
32,54,27
32,54,101
32,58,26
32,58,102
32,59,26
32,59,102
32,69,26
32,69,102
32,70,26
32,70,102
32,74,27
32,74,101
32,80,29
32,80,99
32,82,30
32,82,98
32,88,34
32,88,94
32,94,40
32,94,88
32,98,46
32,98,82
32,99,48
32,99,80
32,101,54
32,101,74
32,102,58
32,102,59
32,102,69
32,102,70
33,25,59
33,25,60
33,25,61
33,25,67
33,25,68
33,25,69
33,26,54
33,26,74
33,27,51
33,27,77
33,29,46
33,29,82
33,31,43
33,31,85
33,33,40
33,33,88
33,40,33
33,40,95
33,43,31
33,43,97
33,46,29
33,46,99
33,51,27
33,51,101
33,54,26
33,54,102
33,59,25
33,59,103
33,60,25
33,60,103
33,61,25
33,61,103
33,67,25
33,67,103
33,68,25
33,68,103
33,69,25
33,69,103
33,74,26
33,74,102
33,77,27
33,77,101
33,82,29
33,82,99
33,85,31
33,85,97
33,88,33
33,88,95
33,95,40
33,95,88
33,97,43
33,97,85
33,99,46
33,99,82
33,101,51
33,101,77
33,102,54
33,102,74
33,103,59
33,103,60
33,103,61
33,103,67
33,103,68
33,103,69
34,24,61
34,24,62
34,24,63
34,24,64
34,24,65
34,24,66
34,24,67
34,25,55
34,25,73
34,27,49
34,27,79
34,30,43
34,30,85
34,32,40
34,32,88
34,40,32
34,40,96
34,43,30
34,43,98
34,49,27
34,49,101
34,55,25
34,55,103
34,61,24
34,61,104
34,62,24
34,62,104
34,63,24
34,63,104
34,64,24
34,64,104
34,65,24
34,65,104
34,66,24
34,66,104
34,67,24
34,67,104
34,73,25
34,73,103
34,79,27
34,79,101
34,85,30
34,85,98
34,88,32
34,88,96
34,96,40
34,96,88
34,98,43
34,98,85
34,101,49
34,101,79
34,103,55
34,103,73
34,104,61
34,104,62
34,104,63
34,104,64
34,104,65
34,104,66
34,104,67
35,24,56
35,24,72
35,25,52
35,25,76
35,26,49
35,26,79
35,27,47
35,27,81
35,28,45
35,28,83
35,29,43
35,29,85
35,31,40
35,31,88
35,40,31
35,40,97
35,43,29
35,43,99
35,45,28
35,45,100
35,47,27
35,47,101
35,49,26
35,49,102
35,52,25
35,52,103
35,56,24
35,56,104
35,72,24
35,72,104
35,76,25
35,76,103
35,79,26
35,79,102
35,81,27
35,81,101
35,83,28
35,83,100
35,85,29
35,85,99
35,88,31
35,88,97
35,97,40
35,97,88
35,99,43
35,99,85
35,100,45
35,100,83
35,101,47
35,101,81
35,102,49
35,102,79
35,103,52
35,103,76
35,104,56
35,104,72
36,23,58
36,23,70
36,24,53
36,24,75
36,25,50
36,25,78
36,29,42
36,29,86
36,31,39
36,31,89
36,39,31
36,39,97
36,42,29
36,42,99
36,50,25
36,50,103
36,53,24
36,53,104
36,58,23
36,58,105
36,70,23
36,70,105
36,75,24
36,75,104
36,78,25
36,78,103
36,86,29
36,86,99
36,89,31
36,89,97
36,97,39
36,97,89
36,99,42
36,99,86
36,103,50
36,103,78
36,104,53
36,104,75
36,105,58
36,105,70
37,22,60
37,22,61
37,22,62
37,22,63
37,22,64
37,22,65
37,22,66
37,22,67
37,22,68
37,23,54
37,23,55
37,23,73
37,23,74
37,24,51
37,24,77
37,25,48
37,25,80
37,26,46
37,26,82
37,27,44
37,27,84
37,28,42
37,28,86
37,30,39
37,30,89
37,31,38
37,31,90
37,38,31
37,38,97
37,39,30
37,39,98
37,42,28
37,42,100
37,44,27
37,44,101
37,46,26
37,46,102
37,48,25
37,48,103
37,51,24
37,51,104
37,54,23
37,54,105
37,55,23
37,55,105
37,60,22
37,60,106
37,61,22
37,61,106
37,62,22
37,62,106
37,63,22
37,63,106
37,64,22
37,64,106
37,65,22
37,65,106
37,66,22
37,66,106
37,67,22
37,67,106
37,68,22
37,68,106
37,73,23
37,73,105
37,74,23
37,74,105
37,77,24
37,77,104
37,80,25
37,80,103
37,82,26
37,82,102
37,84,27
37,84,101
37,86,28
37,86,100
37,89,30
37,89,98
37,90,31
37,90,97
37,97,38
37,97,90
37,98,39
37,98,89
37,100,42
37,100,86
37,101,44
37,101,84
37,102,46
37,102,82
37,103,48
37,103,80
37,104,51
37,104,77
37,105,54
37,105,55
37,105,73
37,105,74
37,106,60
37,106,61
37,106,62
37,106,63
37,106,64
37,106,65
37,106,66
37,106,67
37,106,68
38,22,56
38,22,72
38,23,52
38,23,76
38,24,49
38,24,79
38,28,41
38,28,87
38,30,38
38,30,90
38,31,37
38,31,91
38,37,31
38,37,97
38,38,30
38,38,98
38,41,28
38,41,100
38,49,24
38,49,104
38,52,23
38,52,105
38,56,22
38,56,106
38,72,22
38,72,106
38,76,23
38,76,105
38,79,24
38,79,104
38,87,28
38,87,100
38,90,30
38,90,98
38,91,31
38,91,97
38,97,37
38,97,91
38,98,38
38,98,90
38,100,41
38,100,87
38,104,49
38,104,79
38,105,52
38,105,76
38,106,56
38,106,72
39,21,58
39,21,59
39,21,69
39,21,70
39,22,53
39,22,75
39,23,50
39,23,78
39,25,45
39,25,83
39,26,43
39,26,85
39,28,40
39,28,88
39,30,37
39,30,91
39,31,36
39,31,92
39,36,31
39,36,97
39,37,30
39,37,98
39,40,28
39,40,100
39,43,26
39,43,102
39,45,25
39,45,103
39,50,23
39,50,105
39,53,22
39,53,106
39,58,21
39,58,107
39,59,21
39,59,107
39,69,21
39,69,107
39,70,21
39,70,107
39,75,22
39,75,106
39,78,23
39,78,105
39,83,25
39,83,103
39,85,26
39,85,102
39,88,28
39,88,100
39,91,30
39,91,98
39,92,31
39,92,97
39,97,36
39,97,92
39,98,37
39,98,91
39,100,40
39,100,88
39,102,43
39,102,85
39,103,45
39,103,83
39,105,50
39,105,78
39,106,53
39,106,75
39,107,58
39,107,59
39,107,69
39,107,70
40,21,55
40,21,73
40,22,51
40,22,77
40,24,46
40,24,82
40,25,44
40,25,84
40,26,42
40,26,86
40,28,39
40,28,89
40,31,35
40,31,93
40,32,34
40,32,94
40,33,33
40,33,95
40,34,32
40,34,96
40,35,31
40,35,97
40,39,28
40,39,100
40,42,26
40,42,102
40,44,25
40,44,103
40,46,24
40,46,104
40,51,22
40,51,106
40,55,21
40,55,107
40,73,21
40,73,107
40,77,22
40,77,106
40,82,24
40,82,104
40,84,25
40,84,103
40,86,26
40,86,102
40,89,28
40,89,100
40,93,31
40,93,97
40,94,32
40,94,96
40,95,33
40,95,95
40,96,34
40,96,94
40,97,35
40,97,93
40,100,39
40,100,89
40,102,42
40,102,86
40,103,44
40,103,84
40,104,46
40,104,82
40,106,51
40,106,77
40,107,55
40,107,73
41,20,58
41,20,70
41,21,53
41,21,75
41,23,47
41,23,81
41,25,43
41,25,85
41,26,41
41,26,87
41,28,38
41,28,90
41,38,28
41,38,100
41,41,26
41,41,102
41,43,25
41,43,103
41,47,23
41,47,105
41,53,21
41,53,107
41,58,20
41,58,108
41,70,20
41,70,108
41,75,21
41,75,107
41,81,23
41,81,105
41,85,25
41,85,103
41,87,26
41,87,102
41,90,28
41,90,100
41,100,38
41,100,90
41,102,41
41,102,87
41,103,43
41,103,85
41,105,47
41,105,81
41,107,53
41,107,75
41,108,58
41,108,70
42,20,55
42,20,73
42,21,51
42,21,77
42,22,48
42,22,80
42,26,40
42,26,88
42,28,37
42,28,91
42,29,36
42,29,92
42,36,29
42,36,99
42,37,28
42,37,100
42,40,26
42,40,102
42,48,22
42,48,106
42,51,21
42,51,107
42,55,20
42,55,108
42,73,20
42,73,108
42,77,21
42,77,107
42,80,22
42,80,106
42,88,26
42,88,102
42,91,28
42,91,100
42,92,29
42,92,99
42,99,36
42,99,92
42,100,37
42,100,91
42,102,40
42,102,88
42,106,48
42,106,80
42,107,51
42,107,77
42,108,55
42,108,73
43,20,53
43,20,75
43,22,47
43,22,81
43,25,41
43,25,87
43,26,39
43,26,89
43,29,35
43,29,93
43,30,34
43,30,94
43,31,33
43,31,95
43,33,31
43,33,97
43,34,30
43,34,98
43,35,29
43,35,99
43,39,26
43,39,102
43,41,25
43,41,103
43,47,22
43,47,106
43,53,20
43,53,108
43,75,20
43,75,108
43,81,22
43,81,106
43,87,25
43,87,103
43,89,26
43,89,102
43,93,29
43,93,99
43,94,30
43,94,98
43,95,31
43,95,97
43,97,33
43,97,95
43,98,34
43,98,94
43,99,35
43,99,93
43,102,39
43,102,89
43,103,41
43,103,87
43,106,47
43,106,81
43,108,53
43,108,75
44,20,51
44,20,77
44,21,48
44,21,80
44,25,40
44,25,88
44,27,37
44,27,91
44,37,27
44,37,101
44,40,25
44,40,103
44,48,21
44,48,107
44,51,20
44,51,108
44,77,20
44,77,108
44,80,21
44,80,107
44,88,25
44,88,103
44,91,27
44,91,101
44,101,37
44,101,91
44,103,40
44,103,88
44,107,48
44,107,80
44,108,51
44,108,77
45,19,53
45,19,75
45,20,50
45,20,78
45,21,47
45,21,81
45,25,39
45,25,89
45,28,35
45,28,93
45,35,28
45,35,100
45,39,25
45,39,103
45,47,21
45,47,107
45,50,20
45,50,108
45,53,19
45,53,109
45,75,19
45,78,20
45,78,108
45,81,21
45,81,107
45,89,25
45,89,103
45,93,28
45,93,100
45,100,35
45,100,93
45,103,39
45,103,89
45,107,47
45,107,81
45,108,50
45,108,78
45,109,53
45,109,75
46,21,46
46,21,82
46,24,40
46,24,88
46,26,37
46,26,91
46,29,33
46,29,95
46,30,32
46,30,96
46,31,31
46,31,97
46,32,30
46,32,98
46,33,29
46,33,99
46,37,26
46,37,102
46,40,24
46,40,104
46,46,21
46,46,107
46,82,21
46,82,107
46,88,24
46,88,104
46,91,26
46,91,102
46,95,29
46,95,99
46,96,30
46,96,98
46,97,31
46,97,97
46,98,32
46,98,96
46,99,33
46,99,95
46,102,37
46,102,91
46,104,40
46,104,88
46,107,46
46,107,82
47,19,50
47,19,78
47,21,45
47,21,83
47,22,43
47,22,85
47,23,41
47,23,87
47,27,35
47,27,93
47,35,27
47,35,101
47,41,23
47,41,105
47,43,22
47,43,106
47,45,21
47,45,107
47,50,19
47,50,109
47,78,19
47,78,109
47,83,21
47,83,107
47,85,22
47,85,106
47,87,23
47,87,105
47,93,27
47,93,101
47,101,35
47,101,93
47,105,41
47,105,87
47,106,43
47,106,85
47,107,45
47,107,83
47,109,50
47,109,78
48,19,49
48,19,79
48,21,44
48,21,84
48,22,42
48,22,86
48,25,37
48,25,91
48,29,32
48,29,96
48,30,31
48,30,97
48,31,30
48,31,98
48,32,29
48,32,99
48,37,25
48,37,103
48,42,22
48,42,106
48,44,21
48,44,107
48,49,19
48,49,109
48,79,19
48,79,109
48,84,21
48,84,107
48,86,22
48,86,106
48,91,25
48,91,103
48,96,29
48,96,99
48,97,30
48,97,98
48,98,31
48,98,97
48,99,32
48,99,96
48,103,37
48,103,91
48,106,42
48,106,86
48,107,44
48,107,84
48,109,49
48,109,79
49,19,48
49,19,80
49,24,38
49,24,90
49,26,35
49,26,93
49,27,34
49,27,94
49,34,27
49,34,101
49,35,26
49,35,102
49,38,24
49,38,104
49,48,19
49,48,109
49,80,19
49,80,109
49,90,24
49,90,104
49,93,26
49,93,102
49,94,27
49,94,101
49,101,34
49,101,94
49,102,35
49,102,93
49,104,38
49,104,90
49,109,48
49,109,80
50,19,47
50,19,81
50,20,45
50,20,83
50,23,39
50,23,89
50,25,36
50,25,92
50,29,31
50,29,97
50,30,30
50,30,98
50,31,29
50,31,99
50,36,25
50,36,103
50,39,23
50,39,105
50,45,20
50,45,108
50,47,19
50,47,109
50,81,19
50,81,109
50,83,20
50,83,108
50,89,23
50,89,105
50,92,25
50,92,103
50,97,29
50,97,99
50,98,30
50,98,98
50,99,31
50,99,97
50,103,36
50,103,92
50,105,39
50,105,89
50,108,45
50,108,83
50,109,47
50,109,81
51,20,44
51,20,84
51,21,42
51,21,86
51,22,40
51,22,88
51,24,37
51,24,91
51,27,33
51,27,95
51,33,27
51,33,101
51,37,24
51,37,104
51,40,22
51,40,106
51,42,21
51,42,107
51,44,20
51,44,108
51,84,20
51,84,108
51,86,21
51,86,107
51,88,22
51,88,106
51,91,24
51,91,104
51,95,27
51,95,101
51,101,33
51,101,95
51,104,37
51,104,91
51,106,40
51,106,88
51,107,42
51,107,86
51,108,44
51,108,84
52,23,38
52,23,90
52,25,35
52,25,93
52,35,25
52,35,103
52,38,23
52,38,105
52,90,23
52,90,105
52,93,25
52,93,103
52,103,35
52,103,93
52,105,38
52,105,90
53,19,45
53,19,83
53,20,43
53,20,85
53,21,41
53,21,87
53,22,39
53,22,89
53,24,36
53,24,92
53,28,31
53,28,97
53,29,30
53,29,98
53,30,29
53,30,99
53,31,28
53,31,100
53,36,24
53,36,104
53,39,22
53,39,106
53,41,21
53,41,107
53,43,20
53,43,108
53,45,19
53,45,109
53,83,19
53,83,109
53,85,20
53,85,108
53,87,21
53,87,107
53,89,22
53,89,106
53,92,24
53,92,104
53,97,28
53,97,100
53,98,29
53,98,99
53,99,30
53,99,98
53,100,31
53,100,97
53,104,36
53,104,92
53,106,39
53,106,89
53,107,41
53,107,87
53,108,43
53,108,85
53,109,45
53,109,83
54,23,37
54,23,91
54,26,33
54,26,95
54,27,32
54,27,96
54,32,27
54,32,101
54,33,26
54,33,102
54,37,23
54,37,105
54,91,23
54,91,105
54,95,26
54,95,102
54,96,27
54,96,101
54,101,32
54,101,96
54,102,33
54,102,95
54,105,37
54,105,91
55,20,42
55,20,86
55,21,40
55,21,88
55,23,37
55,23,91
55,25,34
55,25,94
55,34,25
55,34,103
55,37,23
55,37,105
55,40,21
55,40,107
55,42,20
55,42,108
55,86,20
55,86,108
55,88,21
55,88,107
55,91,23
55,91,105
55,94,25
55,94,103
55,103,34
55,103,94
55,105,37
55,105,91
55,107,40
55,107,88
55,108,42
55,108,86
56,22,38
56,22,90
56,24,35
56,24,93
56,35,24
56,35,104
56,38,22
56,38,106
56,90,22
56,90,106
56,93,24
56,93,104
56,104,35
56,104,93
56,106,38
56,106,90
57,27,31
57,27,97
57,28,30
57,28,98
57,29,29
57,29,99
57,30,28
57,30,100
57,31,27
57,31,101
57,97,27
57,97,101
57,98,28
57,98,100
57,99,29
57,99,99
57,100,30
57,100,98
57,101,31
57,101,97
58,20,41
58,20,87
58,21,39
58,21,89
58,23,36
58,23,92
58,26,32
58,26,96
58,27,31
58,27,97
58,31,27
58,31,101
58,32,26
58,32,102
58,36,23
58,36,105
58,39,21
58,39,107
58,41,20
58,41,108
58,87,20
58,87,108
58,89,21
58,89,107
58,92,23
58,92,105
58,96,26
58,96,102
58,97,27
58,97,101
58,101,31
58,101,97
58,102,32
58,102,96
58,105,36
58,105,92
58,107,39
58,107,89
58,108,41
58,108,87
59,21,39
59,21,89
59,25,33
59,25,95
59,26,32
59,26,96
59,32,26
59,32,102
59,33,25
59,33,103
59,39,21
59,39,107
59,89,21
59,89,107
59,95,25
59,95,103
59,96,26
59,96,102
59,102,32
59,102,96
59,103,33
59,103,95
59,107,39
59,107,89
60,22,37
60,22,91
60,25,33
60,25,95
60,33,25
60,33,103
60,37,22
60,37,106
60,91,22
60,91,106
60,95,25
60,95,103
60,103,33
60,103,95
60,106,37
60,106,91
61,22,37
61,22,91
61,24,34
61,24,94
61,25,33
61,25,95
61,33,25
61,33,103
61,34,24
61,34,104
61,37,22
61,37,106
61,91,22
61,91,106
61,94,24
61,94,104
61,95,25
61,95,103
61,103,33
61,103,95
61,104,34
61,104,94
61,106,37
61,106,91
62,22,37
62,22,91
62,24,34
62,24,94
62,34,24
62,34,104
62,37,22
62,37,106
62,91,22
62,91,106
62,94,24
62,94,104
62,104,34
62,104,94
62,106,37
62,106,91
63,22,37
63,22,91
63,24,34
63,24,94
63,34,24
63,34,104
63,37,22
63,37,106
63,91,22
63,91,106
63,94,24
63,94,104
63,104,34
63,104,94
63,106,37
63,106,91
64,22,37
64,22,91
64,24,34
64,24,94
64,34,24
64,34,104
64,37,22
64,37,106
64,91,22
64,91,106
64,94,24
64,94,104
64,104,34
64,104,94
64,106,37
64,106,91
65,22,37
65,22,91
65,24,34
65,24,94
65,34,24
65,34,104
65,37,22
65,37,106
65,91,22
65,91,106
65,94,24
65,94,104
65,104,34
65,104,94
65,106,37
65,106,91
66,22,37
66,22,91
66,24,34
66,24,94
66,34,24
66,34,104
66,37,22
66,37,106
66,91,22
66,91,106
66,94,24
66,94,104
66,104,34
66,104,94
66,106,37
66,106,91
67,22,37
67,22,91
67,24,34
67,24,94
67,25,33
67,25,95
67,33,25
67,33,103
67,34,24
67,34,104
67,37,22
67,37,106
67,91,22
67,91,106
67,94,24
67,94,104
67,95,25
67,95,103
67,103,33
67,103,95
67,104,34
67,104,94
67,106,37
67,106,91
68,22,37
68,22,91
68,25,33
68,25,95
68,33,25
68,33,103
68,37,22
68,37,106
68,91,22
68,91,106
68,95,25
68,95,103
68,103,33
68,103,95
68,106,37
68,106,91
69,21,39
69,21,89
69,25,33
69,25,95
69,26,32
69,26,96
69,32,26
69,32,102
69,33,25
69,33,103
69,39,21
69,39,107
69,89,21
69,89,107
69,95,25
69,95,103
69,96,26
69,96,102
69,102,32
69,102,96
69,103,33
69,103,95
69,107,39
69,107,89
70,20,41
70,20,87
70,21,39
70,21,89
70,23,36
70,23,92
70,26,32
70,26,96
70,27,31
70,27,97
70,31,27
70,31,101
70,32,26
70,32,102
70,36,23
70,36,105
70,39,21
70,39,107
70,41,20
70,41,108
70,87,20
70,87,108
70,89,21
70,89,107
70,92,23
70,92,105
70,96,26
70,96,102
70,97,27
70,97,101
70,101,31
70,101,97
70,102,32
70,102,96
70,105,36
70,105,92
70,107,39
70,107,89
70,108,41
70,108,87
71,27,31
71,27,97
71,28,30
71,28,98
71,29,29
71,29,99
71,30,28
71,30,100
71,31,27
71,31,101
71,97,27
71,97,101
71,98,28
71,98,100
71,99,29
71,99,99
71,100,30
71,100,98
71,101,31
71,101,97
72,22,38
72,22,90
72,24,35
72,24,93
72,35,24
72,35,104
72,38,22
72,38,106
72,90,22
72,90,106
72,93,24
72,93,104
72,104,35
72,104,93
72,106,38
72,106,90
73,20,42
73,20,86
73,21,40
73,21,88
73,23,37
73,23,91
73,25,34
73,25,94
73,34,25
73,34,103
73,37,23
73,37,105
73,40,21
73,40,107
73,42,20
73,42,108
73,86,20
73,86,108
73,88,21
73,88,107
73,91,23
73,91,105
73,94,25
73,94,103
73,103,34
73,103,94
73,105,37
73,105,91
73,107,40
73,107,88
73,108,42
73,108,86
74,23,37
74,23,91
74,26,33
74,26,95
74,27,32
74,27,96
74,32,27
74,32,101
74,33,26
74,33,102
74,37,23
74,37,105
74,91,23
74,91,105
74,95,26
74,95,102
74,96,27
74,96,101
74,101,32
74,101,96
74,102,33
